job_id,node,rank,n_gpus,gpu_name,seq_range,fasta_file,seq_len,phase,cache_warm,num_samples,batch_size,wall_time_s,peak_vram_mb,status
2631537,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000000010_00108.fasta,58,warmup,False,1,10,41.52,159.7,ok
2631537,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000000010_00108.fasta,58,sample,True,100,10,22.38,829.7,ok
2631537,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000000010_00108.fasta,58,sample,True,100,20,20.32,1544.7,ok
2631537,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000000010_00108.fasta,58,sample,True,100,50,18.62,2518.6,ok
2631537,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000000609_01331.fasta,69,warmup,False,1,10,23.28,170.8,ok
2631537,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000000609_01331.fasta,69,sample,True,100,10,27.82,837.6,ok
2631537,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000000609_01331.fasta,69,sample,True,100,20,26.6,1534.3,ok
2631537,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000000609_01331.fasta,69,sample,True,100,50,24.1,3447.0,ok
2631537,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000001524_00354.fasta,84,warmup,False,1,10,25.54,185.4,ok
2631537,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000001524_00354.fasta,84,sample,True,100,10,41.11,820.5,ok
2631537,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000001524_00354.fasta,84,sample,True,100,20,31.35,1497.1,ok
2631537,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000001524_00354.fasta,84,sample,True,100,50,28.92,3520.7,ok
2631537,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000001644_00452.fasta,86,warmup,False,1,10,14.39,220.1,ERROR: Invalid suffix '_unphysical.xtc'
2631537,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000001648_00738.fasta,72,warmup,False,1,10,14.92,173.5,ok
2631537,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000001648_00738.fasta,72,sample,True,100,10,26.71,824.5,ok
2631537,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000001648_00738.fasta,72,sample,True,100,20,24.16,1507.3,ok
2631537,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000001648_00738.fasta,72,sample,True,100,50,23.47,3583.0,ok
2631537,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000001895_00696.fasta,65,warmup,False,1,10,12.36,198.5,ok
2631537,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000001895_00696.fasta,65,sample,True,100,10,23.16,852.5,ok
2631537,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000001895_00696.fasta,65,sample,True,100,20,21.3,1521.6,ok
2631537,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000001895_00696.fasta,65,sample,True,100,50,19.41,3081.7,ok
2631537,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000002314_04241.fasta,59,warmup,False,1,10,12.66,185.0,ERROR: Invalid suffix '_unphysical.xtc'
2631537,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000002420_00762.fasta,97,warmup,False,1,10,20.16,201.6,ok
