job_id,node,rank,n_gpus,gpu_name,seq_range,fasta_file,seq_len,phase,cache_warm,num_samples,batch_size,wall_time_s,peak_vram_mb,status
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000000010_00108.fasta,58,warmup,False,1,10,8.96,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000000010_00108.fasta,58,sample,True,100,10,26.04,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000000010_00108.fasta,58,sample,True,100,20,27.66,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000000010_00108.fasta,58,sample,True,100,50,24.59,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000002467_02821.fasta,63,warmup,False,1,10,7.98,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000002467_02821.fasta,63,sample,True,100,10,26.47,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000002467_02821.fasta,63,sample,True,100,20,24.74,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000002467_02821.fasta,63,sample,True,100,50,25.97,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000004499_02841.fasta,87,warmup,False,1,10,8.91,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000004499_02841.fasta,87,sample,True,100,10,33.22,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000004499_02841.fasta,87,sample,True,100,20,37.03,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000004499_02841.fasta,87,sample,True,100,50,35.24,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000023526_00536.fasta,64,warmup,False,1,10,8.31,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000023526_00536.fasta,64,sample,True,100,10,26.56,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000023526_00536.fasta,64,sample,True,100,20,26.45,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000023526_00536.fasta,64,sample,True,100,50,26.91,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000047567_01789.fasta,87,warmup,False,1,10,7.53,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000047567_01789.fasta,87,sample,True,100,10,37.69,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000047567_01789.fasta,87,sample,True,100,20,34.59,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000047567_01789.fasta,87,sample,True,100,50,35.51,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000061193_00728.fasta,75,warmup,False,1,10,8.65,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000061193_00728.fasta,75,sample,True,100,10,35.39,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000061193_00728.fasta,75,sample,True,100,20,34.57,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000061193_00728.fasta,75,sample,True,100,50,34.89,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000104477_01151.fasta,97,warmup,False,1,10,9.27,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000104477_01151.fasta,97,sample,True,100,10,35.57,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000104477_01151.fasta,97,sample,True,100,20,35.96,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000104477_01151.fasta,97,sample,True,100,50,35.62,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000142407_04240.fasta,82,warmup,False,1,10,8.76,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000142407_04240.fasta,82,sample,True,100,10,37.76,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000142407_04240.fasta,82,sample,True,100,20,33.17,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000142407_04240.fasta,82,sample,True,100,50,36.5,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000162764_02092.fasta,75,warmup,False,1,10,9.52,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000162764_02092.fasta,75,sample,True,100,10,35.3,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000162764_02092.fasta,75,sample,True,100,20,36.3,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000162764_02092.fasta,75,sample,True,100,50,37.81,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000201047_02513.fasta,93,warmup,False,1,10,9.22,0.0,ERROR: Invalid suffix '_unphysical.xtc'
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000219372_02229.fasta,80,warmup,False,1,10,8.7,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000219372_02229.fasta,80,sample,True,100,10,31.97,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000219372_02229.fasta,80,sample,True,100,20,30.58,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000219372_02229.fasta,80,sample,True,100,50,35.51,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000248088_00490.fasta,69,warmup,False,1,10,8.62,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000248088_00490.fasta,69,sample,True,100,10,26.16,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000248088_00490.fasta,69,sample,True,100,20,27.31,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000248088_00490.fasta,69,sample,True,100,50,27.59,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000277069_01504.fasta,69,warmup,False,1,10,8.74,0.0,ok
2631559,t0014,0,1,NVIDIA A100-SXM4-40GB,50-100aa,MGYG000277069_01504.fasta,69,sample,True,100,10,27.19,0.0,ok
